ablum,ablummid,end,id,name,singer,songmid,start,url
Chapter V,001qJVBs26e5V9,2012_48,1769470,Dive In,Trey Songz,001CJj2y37qdGx,2012_36,https://y.qq.com/n/yqq/song/001CJj2y37qdGx.html
Mercy,001EYIkq3PsyvL,2012_47,1347860,Mercy,Kanye West,002i4peu0RQYF1,2012_16,https://y.qq.com/n/yqq/song/002i4peu0RQYF1.html
Unbroken,000SgnUh4Pv1mf,2012_47,962115,Give Your Heart a Break,Demi Lovato,001KLdlr3Q9St6,2012_27,https://y.qq.com/n/yqq/song/001KLdlr3Q9St6.html
Nothing But the Beat 2.0,0009Qf921ar0Ga,2012_47,1851412,I Can Only Imagine (Chris Brown & Lil Wayne）,David Guetta,001ROeEV4PmooK,2012_47,https://y.qq.com/n/yqq/song/001ROeEV4PmooK.html
Don't Rush (feat. Vince Gill) - Single,004fRIkK2Q3MRx,2012_47,2453349,Don't Rush,Kelly Clarkson,004eCV5i29QkYi,2012_46,https://y.qq.com/n/yqq/song/004eCV5i29QkYi.html
My Moment,003FUZpA0xTaq1,2012_47,1943189,My Moment,DJ Drama,003Rk7i53Yl3On,2012_42,https://y.qq.com/n/yqq/song/003Rk7i53Yl3On.html
Love is a Four Letter Word,002FJXDi2tsncB,2012_46,1261292,I Won't Give Up,Jason Mraz,000q9Msi4Ala0o,2012_26,https://y.qq.com/n/yqq/song/000q9Msi4Ala0o.html
No Lie,001MphHj2Ay5pD,2012_46,1375554,No Lie,2 Chainz,004PNGUM1KOvBh,2012_25,https://y.qq.com/n/yqq/song/004PNGUM1KOvBh.html
Cathy & David Guetta Present FMIF! Ibiza Mix 2012,001UleN54NmRzB,2012_46,1658397,I Can Only Imagine,David Guetta,003tgTTF2BREAD,2012_35,https://y.qq.com/n/yqq/song/003tgTTF2BREAD.html
Looking 4 Myself,00017WV70BoSbx,2012_46,1459360,Numb,Usher,003bxTbz2SF07h,2012_40,https://y.qq.com/n/yqq/song/003bxTbz2SF07h.html
Sticks & Stones,002G24JJ2Jpsf8,2012_45,1367088,Want U Back,Cher Lloyd,004fu0MU20bdym,2012_27,https://y.qq.com/n/yqq/song/004fu0MU20bdym.html
Someday You'll Call My Name,0043e4TT2fJlWu,2012_45,2455893,Fade Into You,Sam Palladio,000oHUlr49ulxU,2012_45,https://y.qq.com/n/yqq/song/000oHUlr49ulxU.html
Catch My Breath,001xOZTf4AHSdu,2012_45,1938434,Catch My Breath,Kelly Clarkson,004UioFS3Akr0h,2012_44,https://y.qq.com/n/yqq/song/004UioFS3Akr0h.html
Babel (Deluxe Version),000juZBn3cL9Z0,2012_45,1907086,Babel,Mumford & Sons,0030yrhx2x2upX,2012_41,https://y.qq.com/n/yqq/song/0030yrhx2x2upX.html
Red (Deluxe Version),000XafSm26FA1L,2012_44,5028620,State of Grace,Taylor Swift,002evRQq03o2uz,2012_44,https://y.qq.com/n/yqq/song/002evRQq03o2uz.html
I Knew You Were Trouble.,003XgDKL12X3J1,2012_44,2480405,I Knew You Were Trouble,Taylor Swift,002UQcup2VNwVV,2012_44,https://y.qq.com/n/yqq/song/002UQcup2VNwVV.html
Pontoon,000Sho0D2cWMHf,2012_44,1514122,Pontoon,Little Big Town,003xznJa1Xu39o,2012_25,https://y.qq.com/n/yqq/song/003xznJa1Xu39o.html
Red,001xFefa3znD3Q,2012_44,4815151,Red,Taylor Swift,004VcLEa1u2n3n,2012_42,https://y.qq.com/n/yqq/song/004VcLEa1u2n3n.html
Begin Again,000hBrq440qXcb,2012_44,1905390,Begin Again,Taylor Swift,002fYEnt1ZsLzH,2012_41,https://y.qq.com/n/yqq/song/002fYEnt1ZsLzH.html
   ,001ZaCQY2OxVMg,2012_44,1596538,Truck Yeah! (Live at Atlanta GA 6-3-12 HD),Tim Mcgraw,000HAbkH2ajerv,2012_29,https://y.qq.com/n/yqq/song/000HAbkH2ajerv.html
She's So Mean,000ATrdD0ReuWe,2012_44,1523629,She's So Mean,Matchbox Twenty,001oXGrx3cKQkm,2012_26,https://y.qq.com/n/yqq/song/001oXGrx3cKQkm.html
Sweet Nothing,002QgEuu2bv4Xy,2012_44,1943511,Sweet Nothing,Calvin Harris,003XgCLN0I0e3J,2012_44,https://y.qq.com/n/yqq/song/003XgCLN0I0e3J.html
Hello,003XYU1C1WMRVy,2012_44,1355119,Hello,Karmin,000udPz43Jcnvc,2012_37,https://y.qq.com/n/yqq/song/000udPz43Jcnvc.html
Amen,0017wSyi0pK9f1,2012_44,1433084,Amen,Meek Mill,001wCtdV2nL15i,2012_27,https://y.qq.com/n/yqq/song/001wCtdV2nL15i.html
Babel (Deluxe Version),000juZBn3cL9Z0,2012_44,1907087,Whispers In The Dark,Mumford & Sons,003qiwyy0uUXRz,2012_41,https://y.qq.com/n/yqq/song/003qiwyy0uUXRz.html
Billboard 2012 Year-End Hot 100,000nOd0j3Nxrr0,2012_43,2636491,We Are Never Ever Getting Back Together,Taylor Swift,001r6qJp1akCQP,2012_43,https://y.qq.com/n/yqq/song/001r6qJp1akCQP.html
Night Train,003sBeJZ3o7Fgi,2012_43,1951512,Take a Little Ride,Jason Aldean,002jXKvS1Afmtw,2012_43,https://y.qq.com/n/yqq/song/002jXKvS1Afmtw.html
Cowboys and Angels,003g2Yml2SIYFe,2012_43,1252795,Cowboys and Angels,Dustin Lynch,002oig143WRkoU,2012_22,https://y.qq.com/n/yqq/song/002oig143WRkoU.html
Talk That Talk (Deluxe Edition),0025evEK0V3MoQ,2012_43,1028238,Where Have You Been,Rihanna,001jxAGo4LS3Bo,2012_25,https://y.qq.com/n/yqq/song/001jxAGo4LS3Bo.html
Free The Music,003rhrXY2eadUc,2012_43,1956726,Shinin' On Me,Jerrod Niemann,0024VGX6489W31,2012_37,https://y.qq.com/n/yqq/song/0024VGX6489W31.html
Babel (Deluxe Version),000juZBn3cL9Z0,2012_43,1907091,Holland Road,Mumford & Sons,002gRj5k20ZHRL,2012_41,https://y.qq.com/n/yqq/song/002gRj5k20ZHRL.html
Just What I Am,002HmJF33owqPf,2012_43,1936626,Just What I Am,Kid Cudi,000Uj7G63NPxeo,2012_42,https://y.qq.com/n/yqq/song/000Uj7G63NPxeo.html
Red River Blue (Deluxe Version),000ybZm308w6TP,2012_43,1493298,Over,Blake Shelton,001o1tfb3akR8A,2012_26,https://y.qq.com/n/yqq/song/001o1tfb3akR8A.html
Babel (Deluxe Version),000juZBn3cL9Z0,2012_43,1907092,Ghosts That We Knew,Mumford & Sons,004MlVK34CNetw,2012_41,https://y.qq.com/n/yqq/song/004MlVK34CNetw.html
Up All Night,001JuFzx4JNBmv,2012_42,1364437,What Makes You Beautiful,One Direction,002igPMg021BGf,2012_10,https://y.qq.com/n/yqq/song/002igPMg021BGf.html
Some Nights,002QDjpI1C4KWi,2012_42,4830625,We Are Young,Fun.,002wvrxJ4byuj8,2012_8,https://y.qq.com/n/yqq/song/002wvrxJ4byuj8.html
Looking 4 Myself (Deluxe Version),0006L0xF3iTOpl,2012_42,3581340,Lemme See,Usher,002zP94B240pXt,2012_27,https://y.qq.com/n/yqq/song/002zP94B240pXt.html
The Break-Up,000mdNlj3Idy8t,2012_42,1929206,The Scientist (Glee Cast Version),Glee Cast,001QYgvi0q6kOW,2012_42,https://y.qq.com/n/yqq/song/001QYgvi0q6kOW.html
Babel (Deluxe Version),000juZBn3cL9Z0,2012_42,1907094,Lovers' Eyes,Mumford & Sons,000lwLmZ4HV7oO,2012_41,https://y.qq.com/n/yqq/song/000lwLmZ4HV7oO.html
Babel (Deluxe Version),000juZBn3cL9Z0,2012_42,1907093,Lover Of The Light,Mumford & Sons,001UTkn52VyM4P,2012_42,https://y.qq.com/n/yqq/song/001UTkn52VyM4P.html
2012年07月欧美新歌速递,001RlZrE2iRfj4,2012_41,1596537,Adorn,Miguel,002FWLQd0F0HFy,2012_33,https://y.qq.com/n/yqq/song/002FWLQd0F0HFy.html
Heart Attack,004HgvOy2QxHFH,2012_41,1207675,Heart Attack,Trey Songz,003DTr3P2KNtCO,2012_22,https://y.qq.com/n/yqq/song/003DTr3P2KNtCO.html
Into the Woods,002CO94A3lMcxI,2012_41,1213400,Little Talks,Of Monsters And Men,001qIVsb0KAjcg,2012_22,https://y.qq.com/n/yqq/song/001qIVsb0KAjcg.html
Jana Kramer,002Dl4KO4E5dgt,2012_41,7206011,Why Ya Wanna,Jana Kramer,001YwoE22md4Vu,2012_25,https://y.qq.com/n/yqq/song/001YwoE22md4Vu.html
Welcome To The Fishbowl,0022QKnf4WwLRD,2012_41,101097758,Come Over,Kenny Chesney,0047qM2r1WVqVd,2012_25,https://y.qq.com/n/yqq/song/0047qM2r1WVqVd.html
2012年04月欧美新歌速递,0029nStJ36pMC1,2012_41,1285031,Angel Eyes,Love and Theft,003GRZxD2SzP35,2012_22,https://y.qq.com/n/yqq/song/003GRZxD2SzP35.html
Wild Ones,000RwziE2WZgsO,2012_41,7215095,Wild Ones,Flo Rida,0034yeEH3G5X9I,2012_27,https://y.qq.com/n/yqq/song/0034yeEH3G5X9I.html
Stronger (Deluxe Version),002gdMon4TSvA9,2012_41,1005895,Dark Side,Kelly Clarkson,001juRY542wg5t,2012_27,https://y.qq.com/n/yqq/song/001juRY542wg5t.html
2012年07月欧美新歌速递,001RlZrE2iRfj4,2012_41,1543371,Enough Of No Love,Keyshia Cole,002Dw2TR1xZNOx,2012_33,https://y.qq.com/n/yqq/song/002Dw2TR1xZNOx.html
Ignorance,002PHzdP3iMROc,2012_41,1663243,I Don't Like,Chief Keef,001gKaZK07LeTx,2012_36,https://y.qq.com/n/yqq/song/001gKaZK07LeTx.html
Tonight (Best You Ever Had),0002fQ8V3UKRw7,2012_41,1116139,Tonight (Best You Ever Had),John Legend,003dMs5N2VaPAT,2012_22,https://y.qq.com/n/yqq/song/003dMs5N2VaPAT.html
Act of Valor,002FDqSL2IaoYf,2012_41,1242708,For You,Keith Urban,004W4gd740dOGf,2012_24,https://y.qq.com/n/yqq/song/004W4gd740dOGf.html
Cruel Summer,001yhOhI0Xjreq,2012_41,1878641,To The World,Kanye West,000QywjB0dsR1u,2012_40,https://y.qq.com/n/yqq/song/000QywjB0dsR1u.html
Battleground,000oJYD70npgml,2012_40,1024793,Glad You Came,The Wanted,001kQy6T1jnBvA,2012_6,https://y.qq.com/n/yqq/song/001kQy6T1jnBvA.html
Let's Go,000RJQAD3uOsVt,2012_40,1375394,Let's Go (Radio Edit),Calvin Harris,0025NAnw4S73yQ,2012_27,https://y.qq.com/n/yqq/song/0025NAnw4S73yQ.html
Living Things,0016BfBV1BB1T2,2012_40,1498468,Burn It Down,Linkin Park,003d0y0E2RgCl2,2012_27,https://y.qq.com/n/yqq/song/003d0y0E2RgCl2.html
   ,001ZaCQY2OxVMg,2012_40,1918203,"Celebration(feat.Chris Brown,Tyga,Wiz Khalifa & Lil Wayne",The Game,001R8Mld2WfoPi,2012_40,https://y.qq.com/n/yqq/song/001R8Mld2WfoPi.html
Kiss (Deluxe Version),004K3Na12EnGEU,2012_40,1878618,Beautiful,Carly Rae Jepsen,004Dcpat0qot6V,2012_40,https://y.qq.com/n/yqq/song/004Dcpat0qot6V.html
Home,00378oFE3LNWll,2012_40,2163845,5-1-5-0,Dierks Bentley,003MMXb50gYmjt,2012_22,https://y.qq.com/n/yqq/song/003MMXb50gYmjt.html
Bag Of Money,002kqTFH4S43Y8,2012_40,1193819,Bag Of Money,Wale,001Mxk494fJQ8O,2012_28,https://y.qq.com/n/yqq/song/001Mxk494fJQ8O.html
In Case You Didnt Know,001BBWcH20bAvW,2012_40,1035034,Heart Skips a Beat,Olly Murs,003YHFk00HH8rf,2012_39,https://y.qq.com/n/yqq/song/003YHFk00HH8rf.html
Cole World： The Sideline Story (Deluxe Edition),0006B2p62zAQu0,2012_40,1493576,Nobody's Perfect,J. Cole,001vu8Ho33LDln,2012_22,https://y.qq.com/n/yqq/song/001vu8Ho33LDln.html
Ronan,003risp01CyWWE,2012_39,1853712,Ronan,Taylor Swift,000FYRSe2cfZJ9,2012_38,https://y.qq.com/n/yqq/song/000FYRSe2cfZJ9.html
538 Hitzone - Best of 2012,004DM8n63oFQeF,2012_39,3587461,Drive By,Train,0012kGrS2PiRMX,2012_31,https://y.qq.com/n/yqq/song/0012kGrS2PiRMX.html
Time Is Love,003lz19i4bRtOY,2012_39,1090872,Time Is Love,Josh Turner,0047Yr9n0A4QHY,2012_22,https://y.qq.com/n/yqq/song/0047Yr9n0A4QHY.html
Pink Friday: Roman Reloaded (Deluxe Edition),0003KQr92kxFWJ,2012_39,1239602,Starships,Nicki Minaj,0023BYOQ2hVHon,2012_32,https://y.qq.com/n/yqq/song/0023BYOQ2hVHon.html
Looking 4 Myself,00017WV70BoSbx,2012_39,1459351,Scream,Usher,003EPK0E0p51B6,2012_27,https://y.qq.com/n/yqq/song/003EPK0E0p51B6.html
Between the Raindrops,002jGYMx3BLdT6,2012_39,2468159,Between The Raindrops,Lifehouse,001hHxeC1ipHHk,2012_39,https://y.qq.com/n/yqq/song/001hHxeC1ipHHk.html
Kiss,001cY8GX19BjFc,2012_39,1878627,This Kiss,Carly Rae Jepsen,0027LxiC3t82BL,2012_39,https://y.qq.com/n/yqq/song/0027LxiC3t82BL.html
That's Why I Pray,002CAkP21alFvn,2012_39,1460419,That's Why I Pray,Big & Rich,0029r0en1mXpzU,2012_30,https://y.qq.com/n/yqq/song/0029r0en1mXpzU.html
The New Rachel,001cntCw37ZP5F,2012_39,1859038,It's Time (Glee Cast Version),Glee Cast,003IMlbk1sKXb2,2012_39,https://y.qq.com/n/yqq/song/003IMlbk1sKXb2.html
Oh Love,004JoYXl3iCKLP,2012_39,1600361,Oh Love,Green Day,001qCGlr2Jci0z,2012_34,https://y.qq.com/n/yqq/song/001qCGlr2Jci0z.html
"Work Hard, Play Hard",001DI8Bu4Ki0DP,2012_38,7216388,"Work Hard, Play Hard",Wiz Khalifa,000pIE9W0pRalo,2012_24,https://y.qq.com/n/yqq/song/000pIE9W0pRalo.html
Never Trust A Happy Song,0029AQk134dmLl,2012_38,5669294,Tongue Tied,Grouplove,000mAosF0cBtix,2012_22,https://y.qq.com/n/yqq/song/000mAosF0cBtix.html
Settle Down,002q1GCd1p8cb8,2012_38,1600418,Settle Down,No Doubt,003ALjCz13gQuH,2012_31,https://y.qq.com/n/yqq/song/003ALjCz13gQuH.html
Strange Clouds,000cMpT74J6RVB,2012_38,4955201,Both Of Us,B.o.B,000WLmUi3brtGn,2012_25,https://y.qq.com/n/yqq/song/000WLmUi3brtGn.html
Uncaged,000NHElm0YoO2H,2012_38,1556993,The Wind,Zac Brown Band,002jcdkK4VTTjn,2012_29,https://y.qq.com/n/yqq/song/002jcdkK4VTTjn.html
The Wanted (Special Edition),000qTnxS27bnUr,2012_38,1324628,Chasing the Sun,The Wanted,003QaHqr13mc8U,2012_24,https://y.qq.com/n/yqq/song/003QaHqr13mc8U.html
Promises,004gO7xD0sv9lM,2012_38,930260,Promises,Nero,000PPp2u0SMfEV,2012_28,https://y.qq.com/n/yqq/song/000PPp2u0SMfEV.html
Snap Backs and Tattoos Remix,000a6RUQ1Fr4C9,2012_38,1459962,Snapbacks and Tattoos,Driicky Graham,004MjMGb2jZ1Ol,2012_26,https://y.qq.com/n/yqq/song/004MjMGb2jZ1Ol.html
Stronger (Deluxe Version),002gdMon4TSvA9,2012_37,1109148,Stronger (What Doesn't Kill You),Kelly Clarkson,003eXjCo0lNvbw,2012_26,https://y.qq.com/n/yqq/song/003eXjCo0lNvbw.html
Food & Liquor II: The Great American Rap,002XI61y09B4kz,2012_37,1852549,Battle Scars,Lupe Fiasco,003nDyqf2gbjOv,2012_37,https://y.qq.com/n/yqq/song/003nDyqf2gbjOv.html
The Band Perry,002uLvEP1i1uCn,2012_37,1490952,Postcard From Paris,The Band Perry,003lO4AI4g1CaH,2012_24,https://y.qq.com/n/yqq/song/003lO4AI4g1CaH.html
My Homies Still,004Y3T8Z0NqJO1,2012_37,1508979,My Homies Still,Lil Wayne,000iHeEc0XlTlz,2012_24,https://y.qq.com/n/yqq/song/000iHeEc0XlTlz.html
2012年09月欧美新歌速递,004FCJIi45yLPl,2012_37,1852551,Thrift Shop,Macklemore & Ryan Lewis,004XUY2l1PouZj,2012_37,https://y.qq.com/n/yqq/song/004XUY2l1PouZj.html
Own The Night,000hVAUu25XiBT,2012_37,2433900,Wanted You More,Lady Antebellum,002BjTTd2zCDjK,2012_34,https://y.qq.com/n/yqq/song/002BjTTd2zCDjK.html
Get It,001pqMiz2K95jW,2012_36,1111885,We Run The Night,Havana Brown,000ZZ2Yn1KbdMT,2012_27,https://y.qq.com/n/yqq/song/000ZZ2Yn1KbdMT.html
Cashin' Out,004WGxK40nKV4G,2012_36,1437629,Cashin' Out,Ca$h Out,002SdTxo4TnyF9,2012_23,https://y.qq.com/n/yqq/song/002SdTxo4TnyF9.html
Hall of Fame (feat. will.i.am) - Single,004Zwdcf3uixGU,2012_36,1783988,Hall of Fame,The Script,00352DtG4awfzg,2012_36,https://y.qq.com/n/yqq/song/00352DtG4awfzg.html
The Fighter,0001WRiS2EmbRW,2012_36,1115961,The Fighter,Gym Class Heroes,002l1Hle1Ook8p,2012_22,https://y.qq.com/n/yqq/song/002l1Hle1Ook8p.html
Welcome to Our House,000O3I7G1jk25J,2012_36,1811574,Throw That,Slaughterhouse,003sjpkt1HLAtg,2012_36,https://y.qq.com/n/yqq/song/003sjpkt1HLAtg.html
Kiss The Ring,0025xOz246K56D,2012_36,1796991,I Wish You Would,DJ Khaled,000ATHDT2DJocV,2012_36,https://y.qq.com/n/yqq/song/000ATHDT2DJocV.html
(Kissed You) Good Night,000lk5dD0PXPY4,2012_35,1115960,Good Night,Gloriana,002nNGHU38a9M7,2012_22,https://y.qq.com/n/yqq/song/002nNGHU38a9M7.html
吸血鬼日记第4季 电视原声带 The Vampire Diary Season 4(Original Soundtrack),000VElEm1Gi4IZ,2012_35,4783007,Ho Hey,The Lumineers,004KNqAT118kAa,2012_24,https://y.qq.com/n/yqq/song/004KNqAT118kAa.html
Take It to the Head,003zhpYu0WaDJC,2012_35,1367590,Take It to the Head (feat. Chr,DJ Khaled,001ucPeT0D8qzi,2012_25,https://y.qq.com/n/yqq/song/001ucPeT0D8qzi.html
Back in Time,004PHRIh14Bocv,2012_35,5057128,Back in Time,Pitbull,002JZ2Bn3qMMtb,2012_19,https://y.qq.com/n/yqq/song/002JZ2Bn3qMMtb.html
Based On A T.R.U. Story (Deluxe Edition),0001Oplu0MlUch,2012_35,1753366,Yuck,2 Chainz,004R5fPZ4dpl1I,2012_35,https://y.qq.com/n/yqq/song/004R5fPZ4dpl1I.html
Pink Friday: Roman Reloaded,00262coj0yndeR,2012_35,1236844,Beez In The Trap,Nicki Minaj,0020oW480Szphq,2012_27,https://y.qq.com/n/yqq/song/0020oW480Szphq.html
Lamborghini Angels - Single,003MRS6x02xqxY,2012_35,1777290,Lamborghini Angels,Lupe Fiasco,003v7XTE0XXo5U,2012_35,https://y.qq.com/n/yqq/song/003v7XTE0XXo5U.html
Neon (Deluxe Edition),000pWL4f1N1Izd,2012_35,872088,Neon,Chris Young,004SJvXU0WBxAY,2012_32,https://y.qq.com/n/yqq/song/004SJvXU0WBxAY.html
Thompson Square,001BMAUH48OC2K,2012_35,806665,Glass,Thompson Square,003On4PV3WvV8b,2012_24,https://y.qq.com/n/yqq/song/003On4PV3WvV8b.html
2012年08月欧美新歌速递,004LXY350zJ4uw,2012_35,1719326,I Like Girls That Drink Beer,Toby Keith,003qIpob3MGrKb,2012_35,https://y.qq.com/n/yqq/song/003qIpob3MGrKb.html
Tailgates & Tanlines,001rNA0i1ZyFy5,2012_34,1493696,Drunk On You,Luke Bryan,0049m1HN3upOVm,2012_26,https://y.qq.com/n/yqq/song/0049m1HN3upOVm.html
Believe (Deluxe Edition),002XddZv4cGsXb,2012_34,1473244,Boyfriend,Justin Bieber,002YoCK039EJXr,2012_26,https://y.qq.com/n/yqq/song/002YoCK039EJXr.html
Up All Night,001JuFzx4JNBmv,2012_34,1364439,One Thing,One Direction,003Lml8z1vqkJ8,2012_26,https://y.qq.com/n/yqq/song/003Lml8z1vqkJ8.html
   ,001ZaCQY2OxVMg,2012_34,1722084,Swimming Pools,Kendrick Lamar,004S1W8S4Tp5Sh,2012_33,https://y.qq.com/n/yqq/song/004S1W8S4Tp5Sh.html
Continued Silence,001H5FTk2JKCCT,2012_34,1149424,Radioactive,Imagine Dragons,004W48Vn3R3mly,2012_33,https://y.qq.com/n/yqq/song/004W48Vn3R3mly.html
El Camino,000bwHlt3AqQJE,2012_34,7217228,Gold On The Ceiling,The Black Keys,001PI12B43hgJp,2012_24,https://y.qq.com/n/yqq/song/001PI12B43hgJp.html
Feel So Close,0049wEJl2zWAOi,2012_33,5662858,Feel so Close (Radio Edit),Calvin Harris,001Q7vWq0G803G,2012_24,https://y.qq.com/n/yqq/song/001Q7vWq0G803G.html
Hello,003XYU1C1WMRVy,2012_33,1355114,Brokenhearted,Karmin,003ORqGq2QL5Bj,2012_20,https://y.qq.com/n/yqq/song/003ORqGq2QL5Bj.html
New Day (feat. Dr. Dre & Alicia Keys) - Single,000lTVIi2gsyFk,2012_33,1713399,New Day,50 Cent,002vtoYK1FxbKI,2012_33,https://y.qq.com/n/yqq/song/002vtoYK1FxbKI.html
Dance Again,0025qwNi0hRMzZ,2012_33,6142158,Dance Again,Jennifer Lopez,002L7Db308hobA,2012_16,https://y.qq.com/n/yqq/song/002L7Db308hobA.html
Take Care,003Tx0jf0LmX1v,2012_33,1234781,Crew Love,Drake,004AOiiG3Zn47a,2012_22,https://y.qq.com/n/yqq/song/004AOiiG3Zn47a.html
It Goes Like This,002hFmLF35zlV0,2012_33,1322174,Something To Do With My Hands,Thomas Rhett,001ZwB9b4bok5u,2012_30,https://y.qq.com/n/yqq/song/001ZwB9b4bok5u.html
Crazy Girl,004ad5ZD1AgYY7,2012_32,839304,Even If It Breaks Your Heart,Eli Young Band,002xgtYj2PrQwT,2012_22,https://y.qq.com/n/yqq/song/002xgtYj2PrQwT.html
Chief,003Q2Uum22I53V,2012_32,2163691,Springsteen,Eric Church,000WODMX0WKveB,2012_14,https://y.qq.com/n/yqq/song/000WODMX0WKveB.html
TM103 Hustlerz Ambition(Deluxe Version),0047rLFZ3YGmcT,2012_32,1057562,Leave You Alone,Young Jeezy,003gS2fi1mDkOa,2012_22,https://y.qq.com/n/yqq/song/003gS2fi1mDkOa.html
Clancy's Tavern,004JiOnp1TJHYt,2012_32,1011360,Beers Ago,Toby Keith,0011IwLl0HFIJz,2012_22,https://y.qq.com/n/yqq/song/0011IwLl0HFIJz.html
Runaways,003OsZws2sPLma,2012_32,1622573,Runaways,The Killers,002eYZ6i4bxcvB,2012_31,https://y.qq.com/n/yqq/song/002eYZ6i4bxcvB.html
New God Flow,0020KPMC4ZXwBo,2012_32,1756045,New God Flow,Pusha T,00409vRz3h24Ja,2012_32,https://y.qq.com/n/yqq/song/00409vRz3h24Ja.html
Birthday Song,0017j4uQ4831hV,2012_32,1800105,Birthday Song,2 Chainz,000lat4c4MTX2e,2012_32,https://y.qq.com/n/yqq/song/000lat4c4MTX2e.html
Bright Lights,004eSBlX3hKovj,2012_31,763283,Lights,Ellie Goulding,003rPQK40zL0KC,2012_27,https://y.qq.com/n/yqq/song/003rPQK40zL0KC.html
Death Of Roman,003JfmMy1lFMU3,2012_31,1340908,Starships,Nicki Minaj,002ZMkdu02QlTJ,2012_27,https://y.qq.com/n/yqq/song/002ZMkdu02QlTJ.html
2012年07月欧美新歌速递,001RlZrE2iRfj4,2012_31,1689895,Go Get It,T.I.,000sAj1d2qiQ7Z,2012_31,https://y.qq.com/n/yqq/song/000sAj1d2qiQ7Z.html
Take Care,003Tx0jf0LmX1v,2012_31,1234793,HYFR,Drake,002oQnDy3iLXUO,2012_22,https://y.qq.com/n/yqq/song/002oQnDy3iLXUO.html
Bangarang,003G0JvI1QmeYE,2012_31,1080612,Bangarang (Explicit),Skrillex,0010hVid3sOeEZ,2012_22,https://y.qq.com/n/yqq/song/0010hVid3sOeEZ.html
How We Do (Party),001maUfm32syHo,2012_31,1244886,How We Do (Party) (Clean),Rita Ora,003kxO030Bspxi,2012_23,https://y.qq.com/n/yqq/song/003kxO030Bspxi.html
"Hurry Up, We are Dreaming(Disk1)",003IbPF001vXER,2012_31,950620,Midnight City,M83,0015U9Je3J1kjR,2012_22,https://y.qq.com/n/yqq/song/0015U9Je3J1kjR.html
2012年07月欧美新歌速递,001RlZrE2iRfj4,2012_31,1690366,Mercy,Dave Matthews Band,0043kp4C34Cxy7,2012_31,https://y.qq.com/n/yqq/song/0043kp4C34Cxy7.html
Billboard 2012 Year-End Hot 100,000nOd0j3Nxrr0,2012_30,2636477,Drive By,Train,001UTGWJ0jhZED,2012_27,https://y.qq.com/n/yqq/song/001UTGWJ0jhZED.html
"Now That's What I Call Music, Vol. 43",001QSceF4IygHD,2012_30,1752483,Part Of Me,Katy Perry,002ydgUR0gPg6g,2012_26,https://y.qq.com/n/yqq/song/002ydgUR0gPg6g.html
Take Care,003Tx0jf0LmX1v,2012_30,1234796,The Motto,Drake,003JHI4I0MITYY,2012_15,https://y.qq.com/n/yqq/song/003JHI4I0MITYY.html
Get It Started (Feat. Shakira),001wXmIp3pxAzQ,2012_30,1539964,Get It Started,Pitbull,003nkdxE0ZnfOM,2012_29,https://y.qq.com/n/yqq/song/003nkdxE0ZnfOM.html
Pink Friday: Roman Reloaded (Deluxe Edition),0003KQr92kxFWJ,2012_30,1377377,Right By My Side,Nicki Minaj,003UjCqO1VANWy,2012_27,https://y.qq.com/n/yqq/song/003UjCqO1VANWy.html
Up! (feat. 50 Cent),001wmjwR3bpLkY,2012_30,1350378,Up!,LoveRance,004BFrug3fsGmd,2012_19,https://y.qq.com/n/yqq/song/004BFrug3fsGmd.html
Drank In My Cup,003Z07jb1eHHud,2012_29,1347711,Drank In My Cup,Kirko Bangz,003oGETK3ahylU,2012_24,https://y.qq.com/n/yqq/song/003oGETK3ahylU.html
Take Care,003Tx0jf0LmX1v,2012_29,1234782,Take Care,Drake,002JJCu00jnKLz,2012_2,https://y.qq.com/n/yqq/song/002JJCu00jnKLz.html
Sorry For Party Rocking (iTunes Store Bonus Track),003dbwv420WK0o,2012_29,854805,Party Rock Anthem,LMFAO,004OHaMJ3Am56K,2012_26,https://y.qq.com/n/yqq/song/004OHaMJ3Am56K.html
Looking 4 Myself,00017WV70BoSbx,2012_29,1459352,Climax,Usher,0012izAG37q3G0,2012_26,https://y.qq.com/n/yqq/song/0012izAG37q3G0.html
Halfway To Heaven,003NjbdS0H663v,2012_29,971379,You Don't Know Her Like I Do,Brantley Gilbert,001ZSodi3bUBXz,2012_22,https://y.qq.com/n/yqq/song/001ZSodi3bUBXz.html
Blown Away,004gaFuu2dWAi5,2012_29,1378836,Good Girl,Carrie Underwood,000mThw50hVOz0,2012_23,https://y.qq.com/n/yqq/song/000mThw50hVOz0.html
I Wish You Would,004ASmzt1s8usG,2012_29,1653355,I Wish You Would,DJ Khaled,000miFzY43D8XO,2012_29,https://y.qq.com/n/yqq/song/000miFzY43D8XO.html
My Kinda Party,002ZCG6t14f083,2012_29,1484610,Fly Over States,Jason Aldean,003tYpte05EGVq,2012_15,https://y.qq.com/n/yqq/song/003tYpte05EGVq.html
Talk That Talk (Deluxe Edition),0025evEK0V3MoQ,2012_29,1028242,Birthday Cake (Explicit),Rihanna,001DAXpW0cDMw4,2012_26,https://y.qq.com/n/yqq/song/001DAXpW0cDMw4.html
From Day 1,002OnjP22Yuz75,2012_29,1426466,Ayy Ladies Feat Tyga,Travis Porter,001kOnWv25DsWa,2012_26,https://y.qq.com/n/yqq/song/001kOnWv25DsWa.html
